X1_raw_rmhost	X4_raw_rmhost	X8_raw_rmhost	X10_raw_rmhost	X11_raw_rmhost	X12_raw_rmhost	X14_raw_rmhost	X17_raw_rmhost	X21_raw_rmhost	X23_raw_rmhost	X24_raw_rmhost	X25_raw_rmhost	ko
K00108	1.892077979188	0.7637402951675	16.0459475364922	0	0	0	4.76406587720518	1.36654730852207	1.36192278085222	0	0	0.263334426701803	K00108
K00109	1.26138531945867	0	3.22915153496916	0.384671761083821	0.41304904734109	0.814708771466908	0.934130564157878	0.751601019687137	2.26987130142037	0	0.729705146360126	0.367351525249015	K00109
K00111	195.603021488455	177.691817073671	455.216427476907	112.789607067387	77.1533333876207	104.932708980738	252.545934542339	217.327484663498	138.019524482866	58.941863386776	89.9556180927885	364.728714359065	K00111
K00112	59.537387078449	22.7289111841848	11.7423692180697	19.6618559481977	11.942931869738	55.2250860134235	35.9332004114611	24.7488550309889	31.5512110897432	34.4985303716106	11.0003050813789	57.1422539221578	K00112
K00113	27.8766155600365	8.2178455760023	2.93559230451742	8.93336053156994	3.62456202419969	27.9204702746159	15.7186150030846	9.42917642880227	13.8462149386643	15.7663344299465	1.58102781711361	19.0917459358807	K00113
K00116	710.979835312877	92.4151215162514	132.688772164187	96.5397896400029	102.204342794459	112.772611420919	303.60364291808	137.653676934736	94.2745647618923	155.388899252666	172.424461383922	201.595670361565	K00116
K00121	151.996930994769	83.5557340923084	67.4540399732013	23.0803056650293	189.044318191754	123.884704828468	329.373502791504	97.2284744540366	103.201968590379	42.7705034941356	24.2018873542775	116.820418373454	K00121
K00122	0	0	0	0	0.0755117088374936	0.148398683327306	0	0.0683273654261034	0	0	0.121617524393354	2.87429526745018	K00122
K00123	9.46038989593999	74.7625374939466	76.0611966100464	133.141307707129	59.4586746557309	80.0499597538319	24.1313948638905	47.8585365654056	91.3146525848401	37.855514870186	35.2861085274878	38.9181949222595	K00123
K00124	161.36271699175	40.4782356438775	56.6569314771862	20.217065523362	28.9375970607043	67.8968495827422	19.9567653726689	52.7200286154728	46.5947831399067	24.9688466017729	15.9318956955294	18.5927271972808	K00124
K00127	44.1484861810533	19.3837286913512	12.9166061398767	12.9506159564886	13.0408721162351	40.7168887379295	10.8882258558242	21.9740807210348	36.8876785193824	16.4049214866882	7.35664405055401	15.2733967487046	K00127
K00128	615.663253647983	1823.00735174908	1124.78686943737	615.605606132882	2909.91015035659	1122.47428480624	816.90745379227	1080.73872186026	1022.52708412125	700.298293315047	5875.33895491722	1156.01838313891	K00128
K00129	0	2.03664078711333	3.81626999587265	2.4362544868642	7.53606854198186	4.82295720813744	0	2.32313042448751	3.83040782114688	0.185366344482352	2.31073296347373	1.05333770680721	K00129
K00130	20.6993330923167	181.88475129414	30.6563904360754	7.6818950688439	218.681153676293	72.2827726684807	52.961466465495	93.4383554938506	35.2136484345849	36.0889736072692	576.338151048643	113.792072466383	K00130
K00131	170.993393905817	281.433207167256	246.434167187324	765.9212257332	234.946375759889	157.138623781867	127.015601069675	154.554450772883	136.650792088109	405.449951622805	299.187623234359	168.135081432701	K00131
K00133	553.10484872943	603.474485828568	1141.98944034184	946.572060412587	549.977449444471	237.202681410615	426.94250608723	573.903406970779	825.463667345834	706.789822698819	582.974819354788	363.483142520766	K00133
K00134	6190.87914790313	8791.92369786987	7686.35820546401	6729.30930656637	6567.33109465692	2983.16969171883	4628.94949588312	6813.80166310346	6839.62387273719	7794.40268725443	7910.81497543147	6550.60449820764	K00134
K00135	53.6088760769933	91.0836676016761	83.6908010094872	50.2394142367506	30.7763071708973	39.1349587736604	110.497370303671	107.108611494651	72.8991867164166	36.9500002773897	57.5092787598855	164.426016032606	K00135
K00137	38.4344106839055	32.2349320580363	25.8332122797533	6.7958677791475	6.87156550421192	25.8814723656987	83.6112244060792	58.0611787708313	17.6981865371746	6.39513888464116	10.3545160268502	111.462879462206	K00137
K00138	36.8892136675687	73.4209003754357	48.6075373781995	28.8965426926166	36.8776532449668	33.8415777393754	52.6261135929624	67.6926042012949	118.632553697434	15.5781875902969	27.4454267298483	46.3297423617817	K00138
K00140	34.057403625384	73.4489041862585	208.835100951065	15.2214615860868	63.938029223971	46.129730712293	145.527266459592	90.2713821063507	67.665998430992	26.5945094428831	83.1948999117619	184.16819800244	K00140
K00145	78.2500382926183	107.010198556902	100.529358468199	167.816902490428	75.1432116983667	36.1788570017805	73.5665184496895	122.422140633949	38.0736862743746	314.798394517155	109.439961675848	110.306841328985	K00145
K00147	314.185855370764	961.251172900767	220.777090445842	473.278336771072	601.201572251473	568.454512366744	430.608034420985	736.786963589104	216.908901563731	618.079051219899	1501.29658429657	950.920364902214	K00147
K00148	7.56831191675199	1.78206068872417	1.46779615225871	1.15657976165869	2.68972706879152	0.445196049981917	3.45628308738415	1.981493597357	0.340480695213056	4.99840347896663	2.18911543908038	2.52537715207029	K00148
K00149	0	0	0.293559230451742	0	0	6.6037414080651	0.0934130564157878	0	0	0	0	0.131667213350902	K00149
K00150	35.6089075683181	5.90116668066088	7.36246549972969	6.72406238374519	8.11146776332357	94.1559965975089	5.63747795469279	16.0651301589854	2.24830752405688	18.1519992834344	31.1389509456744	304.614731431578	K00150
K00158	2072.45607987059	1043.80131560444	468.044965847649	137.841996627573	1906.74464962137	952.790778329299	798.775045411401	1019.62057676026	468.636493955599	2121.74210587735	1564.77971585465	810.409064830532	K00158
K00161	172.841323398824	326.152747250297	432.177899071055	314.211434606097	385.706257571034	244.793274062807	256.515055309446	225.473473169599	364.265541644989	379.880518064909	1695.53314868044	223.624911827305	K00161
K00162	480.505816667987	548.57174180996	665.915629541341	378.288774328237	1583.25550942991	880.709827870144	547.957252412754	528.995246044472	986.798174901238	642.658628498259	536.177612143469	717.087294023814	K00162
K00163	772.825557525935	522.658033594927	1071.95207914067	230.515835068683	243.160539447232	524.105565854378	678.483316142535	614.690061214583	562.689746265603	261.043081448995	273.132284808327	344.82853173321	K00163
K00164	286.725496966149	448.722881420745	620.111582813955	106.990039149447	139.737437672135	313.754142205006	357.551551259326	439.576589458639	822.222291127405	142.432718605072	107.329897627623	219.129793163505	K00164
K00166	33.8555819742706	39.1493275302861	55.2243624325817	14.075139738057	47.511967200551	40.4215753581082	22.5041394211274	40.5242771605676	27.6810805208214	29.3564679756702	30.4858648396821	54.6129267536869	K00166
K00167	186.338146317031	126.187717368558	151.006868144376	78.6717863376595	393.880400052692	141.103404054935	146.718282928893	129.124371908596	226.233532869966	102.781930688575	112.256623540798	205.113818302301	K00167
K00169	0	0.254580098389167	0	0	0	0	0	0.0341636827130517	1.2484292157812	0	0	0.131667213350902	K00169
K00174	26.6026163873833	340.701999873238	258.202956736134	171.940583769246	330.813020831618	136.810972139693	107.728607311507	293.855500488043	292.527394099249	159.201884958668	517.528780952992	271.264742961928	K00174
K00175	8.19900457648133	66.7381727927201	124.008225719729	83.7302199959117	85.0616746541715	26.2124014295186	87.8185484670462	75.1580521477509	175.019561631668	39.6341049454942	107.349356431526	80.1892829470996	K00175
K00176	0	0	3.22915153496916	0	0	0	0	0	0.453974260284074	0	0	0	K00176
K00177	1.26138531945867	2.54580098389167	0.587118460903484	3.46204584975439	7.37900418759988	3.63576774151899	0.934130564157878	2.82397001306085	0.907948520568148	1.06492964905112	5.47522094818881	3.42334754712344	K00177
K00179	3.784155958376	30.0990050325512	25.5396530493016	18.7078699807098	55.2934487962547	39.4777597321465	2.24191335397891	29.243429128718	54.4769112340889	13.5317431472117	46.2146592694747	6.97836230759778	K00179
K00180	0	0	5.87118460903484	0.769343522167642	0.755117088374936	0	0	0.751601019687137	12.030317897528	0.0926831722411762	0.608087621966772	0	K00180
K00181	0	0.254580098389167	0	0	0	2.22598024990959	0.186826112831576	0	0	0	0	0	K00181
K00184	1.892077979188	20.5878925567319	20.6489562699755	3.75952534499254	6.5680084346852	10.09482043334	2.42873946681048	19.8197188891498	22.0813080202174	5.8390398511941	10.157495637333	14.5663438130102	K00184
K00185	0.630692659729333	0	0.293559230451742	1.15401528325146	0.453070253024962	0.964591441627487	0.463328759822307	0.0847259331283682	1.58890991099426	0.370732688964705	0.243235048786709	0.526668853403606	K00185
K00186	22.0742430905267	156.009230093865	409.767587418369	185.275871486819	150.674553580158	71.8531584802481	48.7868369742735	158.390349067904	672.663875883769	66.236955873879	159.168151225046	87.1268284185586	K00186
K00187	1.26138531945867	31.2267948684152	179.027096690995	80.8746732894661	88.5790100518219	57.0244200487671	0.467065282078939	63.5383003833878	416.103727491177	32.7440379210852	95.6594799868368	45.487072196336	K00187
K00188	9.46038989593999	15.4479203702546	4.69694768722787	3.84671761083821	19.9063966837401	1.48398683327306	1.12095667698945	10.7950404636701	3.3650842043557	3.15122785619999	14.1173622315806	4.34501804057975	K00188
K00192	0	0	0	0	0	0	0	0	2.04288417127833	0	0	0	K00192
K00196	0	2.54580098389167	0	0	0	0	0	0.136654730852207	0	0	0	0	K00196
K00198	8.82969723621066	70.78090475514	9.100336144004	309.251733366523	67.7256965392597	19.2955387996329	12.1801284260546	66.4654447182421	5.48060425727949	206.878108759529	311.111005325884	67.0093948906743	K00198
K00207	1.26138531945867	0	4.69694768722787	0.512895681445095	0.377558544187468	2.74537564155515	0.186826112831576	0.40996419255662	0.680961390426111	0.0926831722411762	2.31073296347373	0.658336066754508	K00207
K00208	200.699018179068	205.066815053458	265.139761351709	145.994473484143	136.183101537155	200.214309591284	219.126479479027	189.667200591703	193.662014630234	106.681111744761	108.44513032631	158.199473513242	K00208
K00209	16.3980091529627	163.537163603233	241.411368754295	199.951099172167	54.7746833565411	33.0802924939063	32.0406783506152	49.2852119555026	160.147364864762	89.2918949688716	28.4110698735315	28.7521693794364	K00209
K00214	0	0	0	0	0	0.667794074972876	0.0934130564157878	0	0	0	0	0.395001640052705	K00214
K00215	468.573111545908	490.960265544492	427.21674807642	624.176092969829	466.725035334046	300.441296323713	516.901147676762	522.757640854723	401.831911683496	658.698378286317	656.662877384722	497.363681728096	K00215
K00216	71.2178151366363	9.41946364039917	15.1476562913099	39.364743550911	12.0063617051615	9.65407634385787	46.4926123087017	19.8456832880117	1.82611146199269	35.9508756806298	16.1872924967555	47.0644454122798	K00216
K00220	0.630692659729333	10.692364132345	11.4488099876179	7.83319929487021	5.965424998162	5.04555523312839	9.80837092365772	5.53451659951437	4.56925092975921	2.59512882275293	2.84828242129236	3.70116536729384	K00220
K00222	0	0	1.17423692180697	0	0.679605379537443	1.55818617493671	0	0.136654730852207	1.47541634592324	0	0.121617524393354	0.395001640052705	K00222
K00224	21.4435504307973	13.4927452146258	7.92609922219704	5.89830033661859	2.14151206263132	3.70996708318264	17.5616546061681	26.811658193203	1.58890991099426	21.5024959599529	2.91882058544051	58.855244367853	K00224
K00226	171.220443263319	270.557545364071	369.30925427751	307.89127757149	306.853910734569	186.019233537611	157.045096315658	222.391225715227	292.016673056429	371.159031557014	202.786276348723	247.091959262836	K00226
K00227	0	0	0	0	0	2.44857827490054	0	0	0.453974260284074	0	0	0	K00227
K00228	27.1197843683613	18.32976708402	44.3274437982131	1.02579136289019	0.377558544187468	5.1939539164557	63.2873457216962	20.9737680911967	14.8676570243034	0.74146537792941	0	8.95337050786131	K00228
K00230	0	3.56412137744833	2.64203307406568	1.79513488505783	0.83062879721243	2.30017959157324	0	1.09323784681765	0.453974260284074	2.22439613378823	0.121617524393354	0.263334426701803	K00230
K00231	179.022111464171	67.4509970682097	31.7337528118333	16.8152849161774	69.6293467190529	45.8596451086373	79.2366909741278	62.6582439166996	20.9418326269043	62.7539222610556	131.669212784465	108.732101457308	K00231
K00232	6.93761925702266	19.7426866300799	95.4067498968162	5.12895681445095	415.418604764411	24.1941793362673	24.7544599501838	28.2875292864068	118.800524173739	18.7210739609952	93.2891544364104	13.5617229751429	K00232
K00234	419.990855966957	142.997641265195	127.401770423752	241.104566412117	60.6245754401818	51.964024947306	97.1533151946759	154.532586015947	86.2585142609262	83.7698315667423	122.843429039239	161.077718797092	K00234
K00235	0	0	0	0.489815375780065	0.59805273399295	4.03273421941953	0.0934130564157878	0	0	0	2.15871105798204	0	K00235
K00237	0	0	0	0	0.0755117088374936	0	0	0	0	0	2.10763169773683	0	K00237
K00239	817.781330311442	643.270446808762	691.293825013894	500.504121781381	321.09088831879	220.813530823948	450.139770386962	793.65104691767	1013.01178362569	382.157743606875	582.952928200397	715.556004332543	K00239
K00240	94.6038989593999	237.54105240398	216.182888489272	85.7792382432849	61.4023460412079	59.9693919193975	86.3164665198804	342.081638279441	588.944212673482	100.595534655405	182.527229135278	174.40112411607	K00240
K00241	19.5388585984147	136.859715093032	403.326897902257	104.083202874857	90.4607618360522	83.0609690385429	14.8414664033404	140.813817585694	126.678112525319	55.53853730208	151.74583371132	146.777342755051	K00241
K00242	0	0	0	0	0	0	0.450250931924097	0.0526120713780996	2.26987130142037	0.364244866907823	0	0.176434065890208	K00242
K00243	170.003206430042	856.656939477578	159.276431666202	291.391423499402	855.177653755499	535.136039986097	304.687234372503	622.707594273681	490.655380515027	630.963865824868	1475.06733281065	910.572264042963	K00243
K00244	157.010937639617	224.300341486759	338.917067148841	584.719028196258	342.621541859625	175.96002878827	242.19576789147	260.351176851353	485.589027770257	207.698354833864	230.088194399787	233.931821288413	K00244
K00245	79.555572098258	73.8485949407295	54.4200101411439	51.6062812278018	58.0398096466744	69.5329450664257	64.1252608377458	90.9348408246382	127.009513735326	50.7987198736663	50.2450640278704	84.5764344959516	K00245
K00246	13.244545854316	39.4395488424497	24.5914567349424	54.4977306319485	24.3057088406124	31.0872981768206	27.9725397437076	50.1966990102868	92.3576584478428	25.529579793832	9.22955392621166	15.2075631420291	K00246
K00247	22.704935750256	24.5058802709412	29.3559230451742	2.17980664614165	0.302046835349975	3.63576774151899	56.5186356538082	35.59377447142	64.5131471933191	3.00478844405893	0.121617524393354	6.45169345419418	K00247
K00248	145.481875819765	413.152950073811	1019.2728752361	369.181029264976	898.272941106145	597.918328947964	106.445111916354	522.122879629915	2712.52230871731	163.211358989822	684.835576910442	274.269388770595	K00248
K00249	6.64750063354717	2.93530853442709	25.5102971262564	8.75769376067499	9.13616165224836	8.6167695474	2.75194864200911	2.20902372422592	9.58680144154894	5.2162089337334	10.7388274039332	5.69855699382702	K00249
K00252	5.04554127783466	28.8591999533959	3.81626999587265	1.55920287159309	1.05716392372491	2.15178090824593	10.3688492621524	28.4856786461425	1.67289514914681	0.185366344482352	2.43235048786709	8.60050237608089	K00252
K00253	45.409871500512	10.857841196298	14.6779615225871	18.4296240735259	7.60251884575886	2.6711762998915	56.1496540809659	13.9258003474941	16.2295798051557	22.3746446107424	7.99756840410698	6.72687793009756	K00253
K00254	202.080235103876	203.116731499797	241.569890738739	252.872957822875	141.955971677781	137.770369627404	181.546406882955	230.745612685877	172.108451687597	255.731408847854	133.061733438769	274.116654803108	K00254
K00255	411.772930610684	44.2943913187311	111.840195617505	8.99875473095419	22.2895462146514	63.132509854519	192.424357302574	112.155270705023	58.9474227622363	32.687501186018	31.3736727677536	118.191074064437	K00255
K00259	500.744744118701	642.855481248388	620.270104798399	210.527008123564	544.354092487343	332.304719614336	396.644915369333	702.024049881265	1317.28803158109	374.033136728213	241.538484321421	348.914165363489	K00259
K00260	78.4770876501209	683.254797061765	183.354159747854	705.922688917752	98.3864707956356	169.265022189958	140.805236457774	228.728588858498	117.656509037824	353.170154656724	152.476755032924	264.58658190077	K00260
